,usage_date,percentage,total_usage_7_7_ccf,total_usage_7_7_therm,type,CREATED_DATETIME
670,2017-08-12,99.85,33613.56,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
671,2017-08-12,100.0,1251.16,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
672,2017-08-13,100.0,1792.54,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
673,2017-08-13,99.8,33460.21,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
674,2017-08-13,99.9,117799.89,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
675,2017-08-14,99.9,107298.2,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
676,2017-08-14,100.0,3104.08,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
677,2017-08-14,99.8,34636.34,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
678,2017-08-15,100.0,3147.94,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
679,2017-08-15,99.75,36198.38,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
680,2017-08-15,99.9,113662.34,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
681,2017-08-16,99.9,108734.25,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
682,2017-08-16,99.85,35252.93,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
683,2017-08-16,99.9,3314.54,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
684,2017-08-17,100.0,3078.66,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
685,2017-08-17,99.9,35568.09,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
686,2017-08-17,99.9,106876.57,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
687,2017-08-18,99.9,98732.9,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
688,2017-08-18,100.0,2439.14,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
689,2017-08-18,99.9,35074.1,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
690,2017-08-19,99.8,34670.23,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
691,2017-08-19,100.0,1351.14,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
692,2017-08-19,99.9,114341.64,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
693,2017-08-20,99.9,127588.25,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
694,2017-08-20,100.0,1791.6,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
695,2017-08-20,99.9,34775.33,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
696,2017-08-21,99.85,33977.65,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
697,2017-08-21,100.0,3100.36,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
698,2017-08-21,99.9,109263.49,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
699,2017-08-22,99.9,103580.41,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
700,2017-08-22,100.0,3031.14,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
701,2017-08-22,99.9,33342.98,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
702,2017-08-23,99.8,34384.27,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
703,2017-08-23,100.0,3190.46,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
704,2017-08-23,99.9,105260.76,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
705,2017-08-24,99.9,106444.55,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
706,2017-08-24,99.85,3209.42,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
707,2017-08-24,99.7,34731.68,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
708,2017-08-25,99.9,2330.84,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
709,2017-08-25,99.85,35404.48,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
710,2017-08-25,99.9,98967.76,,RESIDENTIAL,2022-09-15 00:11:30.797
711,2017-08-26,99.9,108058.46,,RESIDENTIAL,2022-09-15 00:11:30.797
712,2017-08-26,100.0,1349.7,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
713,2017-08-26,99.85,32543.01,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
714,2017-08-27,100.0,1783.42,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
715,2017-08-27,99.8,32131.43,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
716,2017-08-27,99.9,115049.91,,RESIDENTIAL,2022-09-15 00:11:30.797
717,2017-08-28,99.85,97454.54,,RESIDENTIAL,2022-09-15 00:11:30.797
718,2017-08-28,100.0,3092.88,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
719,2017-08-28,99.75,31544.71,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
720,2017-08-29,100.0,2916.22,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
721,2017-08-29,99.8,31646.99,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
722,2017-08-29,99.9,93041.7,0.28,RESIDENTIAL,2022-09-15 00:11:30.797
723,2017-08-30,99.9,91025.89,0.38,RESIDENTIAL,2022-09-15 00:11:30.797
724,2017-08-30,99.9,31146.75,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
725,2017-08-30,100.0,2958.22,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
726,2017-08-31,100.0,3014.8,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
727,2017-08-31,99.8,32576.12,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
728,2017-08-31,99.9,92824.43,0.34,RESIDENTIAL,2022-09-15 00:11:30.797
729,2017-09-01,99.9,84896.22,0.481,RESIDENTIAL,2022-09-15 00:11:30.797
730,2017-09-01,100.0,2223.76,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
731,2017-09-01,99.85,33426.24,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
732,2017-09-02,100.0,1197.68,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
733,2017-09-02,99.85,31418.66,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
734,2017-09-02,99.9,93477.28,0.3,RESIDENTIAL,2022-09-15 00:11:30.797
735,2017-09-03,99.9,100095.66,,RESIDENTIAL,2022-09-15 00:11:30.797
736,2017-09-03,99.8,31606.95,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
737,2017-09-03,100.0,929.08,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
738,2017-09-04,100.0,1463.88,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
739,2017-09-04,99.85,31414.13,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
740,2017-09-04,99.9,121305.65,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
741,2017-09-05,99.9,95944.92,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
742,2017-09-05,99.8,32090.16,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
743,2017-09-05,99.85,2583.84,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
744,2017-09-06,99.8,31843.55,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
745,2017-09-06,100.0,3204.52,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
746,2017-09-06,99.9,92956.59,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
747,2017-09-07,99.9,93791.16,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
748,2017-09-07,99.8,33682.18,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
749,2017-09-07,100.0,2963.7,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
750,2017-09-08,100.0,2454.62,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
751,2017-09-08,99.8,35533.43,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
752,2017-09-08,99.9,92006.56,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
753,2017-09-09,99.9,104798.6,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
754,2017-09-09,100.0,1322.08,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
755,2017-09-09,99.8,33045.22,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
756,2017-09-10,99.85,1860.78,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
757,2017-09-10,99.85,32414.95,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
758,2017-09-10,99.9,113848.28,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
759,2017-09-11,99.9,97893.11,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
760,2017-09-11,99.8,31887.54,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
761,2017-09-11,99.95,2950.82,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
762,2017-09-12,100.0,3018.86,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
763,2017-09-12,99.8,32682.09,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
764,2017-09-12,99.9,98570.97,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
765,2017-09-13,99.9,104804.51,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
766,2017-09-13,99.9,35960.92,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
767,2017-09-13,99.65,3490.12,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
768,2017-09-14,99.6,3376.06,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
769,2017-09-14,99.8,37107.16,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
770,2017-09-14,99.9,107399.88,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
771,2017-09-15,99.9,101136.46,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
772,2017-09-15,99.8,2647.72,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
773,2017-09-15,99.9,37789.26,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
774,2017-09-16,99.8,35310.8,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
775,2017-09-16,100.0,1366.88,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
776,2017-09-16,99.9,118506.55,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
777,2017-09-17,99.9,133148.92,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
778,2017-09-17,100.0,2026.94,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
779,2017-09-17,99.8,35518.7,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
780,2017-09-18,99.8,3510.94,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
781,2017-09-18,99.85,35407.75,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
782,2017-09-18,99.9,113688.05,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
783,2017-09-19,99.9,113215.33,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
784,2017-09-19,100.0,3273.86,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
785,2017-09-19,99.85,36124.2,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
786,2017-09-20,99.85,37151.16,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
787,2017-09-20,100.0,3341.26,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
788,2017-09-20,99.9,113136.75,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
789,2017-09-21,99.9,125374.29,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
790,2017-09-21,99.85,41592.44,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
791,2017-09-21,100.0,3555.38,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
792,2017-09-22,100.0,2623.68,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
793,2017-09-22,99.9,40659.0,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
794,2017-09-22,99.9,119735.05,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
795,2017-09-23,99.9,136384.07,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
796,2017-09-23,100.0,1318.84,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
797,2017-09-23,99.8,39887.72,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
798,2017-09-24,99.85,37466.27,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
799,2017-09-24,100.0,1654.84,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
800,2017-09-24,99.9,147898.45,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
801,2017-09-25,99.9,126334.83,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
802,2017-09-25,100.0,3248.36,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
803,2017-09-25,99.9,38669.67,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
804,2017-09-26,99.9,38142.21,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
805,2017-09-26,100.0,3471.58,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
806,2017-09-26,99.9,121590.63,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
807,2017-09-27,99.9,118093.14,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
808,2017-09-27,100.0,3355.66,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
809,2017-09-27,99.85,37672.78,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
810,2017-09-28,100.0,3262.16,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
811,2017-09-28,99.75,37287.61,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
812,2017-09-28,99.9,114022.9,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
813,2017-09-29,99.9,111031.63,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
814,2017-09-29,100.0,2442.4,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
815,2017-09-29,99.85,38540.17,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
816,2017-09-30,99.9,1432.6,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
817,2017-09-30,99.8,38141.9,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
818,2017-09-30,99.9,127006.63,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
819,2017-10-01,99.85,37610.6,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
820,2017-10-01,99.9,138689.91,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
821,2017-10-01,100.0,1981.0,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
822,2017-10-02,99.85,3164.84,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
823,2017-10-02,99.85,37257.23,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
824,2017-10-02,99.9,119850.1,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
825,2017-10-03,99.9,126854.7,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
826,2017-10-03,100.0,3034.5,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
827,2017-10-03,99.8,39608.48,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
828,2017-10-04,100.0,3184.22,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
829,2017-10-04,99.8,38379.93,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
830,2017-10-04,99.9,123111.64,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
831,2017-10-05,99.9,121354.92,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
832,2017-10-05,99.8,38386.65,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
833,2017-10-05,100.0,3281.3,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
834,2017-10-06,100.0,2431.54,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
835,2017-10-06,99.8,40959.1,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
836,2017-10-06,99.9,116478.51,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
837,2017-10-07,99.9,135012.77,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
838,2017-10-07,99.85,39265.72,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
839,2017-10-07,100.0,1450.24,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
840,2017-10-08,100.0,1850.98,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
841,2017-10-08,99.8,37095.18,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
842,2017-10-08,99.9,146187.91,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
843,2017-10-09,99.9,135554.3,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
844,2017-10-09,99.75,41292.31,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
845,2017-10-09,99.9,3211.06,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
846,2017-10-10,99.75,40225.54,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
847,2017-10-10,100.0,3301.56,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
848,2017-10-10,99.9,126808.82,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
849,2017-10-11,99.9,125733.31,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
850,2017-10-11,99.8,40876.09,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
851,2017-10-11,100.0,3221.76,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
852,2017-10-12,99.75,42619.28,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
853,2017-10-12,100.0,3365.18,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
854,2017-10-12,99.9,127929.04,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
855,2017-10-13,99.9,121847.75,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
856,2017-10-13,99.85,41655.57,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
857,2017-10-13,100.0,2501.24,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
858,2017-10-14,99.75,40222.18,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
859,2017-10-14,100.0,1210.46,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
860,2017-10-14,99.9,138064.86,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
861,2017-10-15,99.9,148718.79,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
862,2017-10-15,100.0,1486.12,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
863,2017-10-15,99.8,37744.66,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
864,2017-10-16,100.0,2718.3,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
865,2017-10-16,99.9,36887.34,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
866,2017-10-16,99.9,123827.96,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
867,2017-10-17,99.9,118568.96,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
868,2017-10-17,99.85,36154.2,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
869,2017-10-17,99.8,2714.36,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
870,2017-10-18,99.85,37724.66,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
871,2017-10-18,99.7,2733.66,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
872,2017-10-18,99.9,118284.45,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
873,2017-10-19,99.9,124242.2,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
874,2017-10-19,99.55,2697.48,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
875,2017-10-19,99.9,40456.85,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
876,2017-10-20,99.85,44406.83,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
877,2017-10-20,100.0,2348.56,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
878,2017-10-20,99.9,128109.57,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
879,2017-10-21,99.9,142180.06,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
880,2017-10-21,99.8,1283.86,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
881,2017-10-21,99.9,41720.05,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
882,2017-10-22,99.85,38105.35,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
883,2017-10-22,100.0,1455.44,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
884,2017-10-22,99.9,151437.44,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
885,2017-10-23,99.85,124570.53,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
886,2017-10-23,99.75,36792.89,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
887,2017-10-23,100.0,2839.1,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
888,2017-10-24,99.9,37545.4,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
889,2017-10-24,100.0,2726.44,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
890,2017-10-24,99.9,120506.44,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
891,2017-10-25,99.9,121342.25,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
892,2017-10-25,99.85,38060.91,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
893,2017-10-25,100.0,2950.64,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
894,2017-10-26,99.75,2958.54,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
895,2017-10-26,99.85,40204.31,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
896,2017-10-26,99.9,123605.45,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
897,2017-10-27,99.9,118016.19,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
898,2017-10-27,99.9,42317.93,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
899,2017-10-27,99.95,2424.88,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
900,2017-10-28,100.0,1169.64,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
901,2017-10-28,99.9,40022.98,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
902,2017-10-28,99.9,134877.32,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
903,2017-10-29,99.9,149660.27,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
904,2017-10-29,100.0,1727.88,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
905,2017-10-29,99.9,40033.67,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
906,2017-10-30,100.0,3177.46,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
907,2017-10-30,99.85,42100.99,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
908,2017-10-30,99.9,139737.29,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
909,2017-10-31,99.9,137304.36,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
910,2017-10-31,99.9,42028.7,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
911,2017-10-31,100.0,2683.6,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
912,2017-11-01,100.0,2847.26,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
913,2017-11-01,99.9,42872.94,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
914,2017-11-01,99.9,141874.75,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
915,2017-11-02,99.9,157667.49,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
916,2017-11-02,99.8,46342.75,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
917,2017-11-02,100.0,3136.48,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
918,2017-11-03,99.9,46723.75,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
919,2017-11-03,100.0,2679.02,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
920,2017-11-03,99.9,153873.52,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
921,2017-11-04,99.9,153649.14,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
922,2017-11-04,99.9,41740.01,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
923,2017-11-04,100.0,1102.74,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
924,2017-11-05,99.9,42513.8,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
925,2017-11-05,100.0,1359.0,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
926,2017-11-05,99.9,184268.45,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
927,2017-11-06,99.9,150227.48,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
928,2017-11-06,99.9,41753.79,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
929,2017-11-06,100.0,3441.24,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
930,2017-11-07,99.85,42616.43,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
931,2017-11-07,99.85,3342.18,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
932,2017-11-07,99.9,151783.63,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
933,2017-11-08,99.9,155176.53,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
934,2017-11-08,99.9,43707.03,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
935,2017-11-08,100.0,3283.92,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
936,2017-11-09,100.0,3329.12,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
937,2017-11-09,99.9,46423.67,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
938,2017-11-09,99.9,163154.83,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
939,2017-11-10,99.9,184643.15,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
940,2017-11-10,99.85,2764.2,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
941,2017-11-10,99.85,48407.25,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
942,2017-11-11,100.0,1417.48,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
943,2017-11-11,99.9,46618.82,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
944,2017-11-11,99.9,194296.9,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
945,2017-11-12,99.9,229698.35,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
946,2017-11-12,100.0,1563.16,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
947,2017-11-12,99.9,46382.59,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
948,2017-11-13,99.9,3503.42,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
949,2017-11-13,100.0,46484.93,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
950,2017-11-13,99.9,192369.76,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
951,2017-11-14,99.9,177646.76,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
952,2017-11-14,99.9,44760.06,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
953,2017-11-14,99.8,3444.04,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
954,2017-11-15,100.0,3290.46,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
955,2017-11-15,99.9,44661.31,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
956,2017-11-15,99.9,173312.09,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
957,2017-11-16,99.9,157407.34,0.0,RESIDENTIAL,2022-09-15 00:11:30.797
958,2017-11-16,100.0,3190.14,0.0,INDUSTRIAL     ,2022-09-15 00:11:30.797
959,2017-11-16,99.9,43561.89,0.0,COMMERCIAL     ,2022-09-15 00:11:30.797
